Alert_Number,Organization_Name,Repository_Name,Secret_Type,Secret_Type_ID,State,Created_At,Updated_At,URL,Validity,Resolution,Resolved_By,Resolved_At,Publicly_Leaked,Push_Protection_Bypassed,Location_Path,Location_Start_Line,Location_End_Line,Location_Start_Column,Location_End_Column,Location_Blob_Sha,Location_Blob_URL,Locations_URL,Has_More_Locations
79,DataTeam-Hub,project-service,Mailgun API Key,mailgun_api_key,dismissed,2025-07-13T00:00:00Z,2026-07-02T00:00:00Z,https://github.com/DataTeam-Hub/project-service/security/secret-scanning/79,unknown,,,,False,True,storage/src/main/resources/.env,145,147,40,81,6fca9c413c488d42c813e979821c093d7e339a79,https://api.github.com/repos/DataTeam-Hub/project-service/git/blobs/6fca9c413c488d42c813e979821c093d7e339a79,https://api.github.com/repos/DataTeam-Hub/project-service/secret-scanning/alerts/79/locations,True
28,TechCorp-Dev,dev-gateway,Amazon AWS Secret Access Key,aws_secret_access_key,open,2025-08-07T00:00:00Z,2025-12-24T00:00:00Z,https://github.com/TechCorp-Dev/dev-gateway/security/secret-scanning/28,unknown,,,,False,False,Config/terraform/aws/ec2.tf,47,50,42,72,6372c243c5976e3b26f71aabf14f218710c89bff,https://api.github.com/repos/TechCorp-Dev/dev-gateway/git/blobs/6372c243c5976e3b26f71aabf14f218710c89bff,https://api.github.com/repos/TechCorp-Dev/dev-gateway/secret-scanning/alerts/28/locations,False
94,CloudNative-Org,test-dashboard,email,email,open,2025-02-26T00:00:00Z,2025-12-25T00:00:00Z,https://github.com/CloudNative-Org/test-dashboard/security/secret-scanning/94,inactive,,,,True,False,Config/terraform/aws/ec2.tf,78,81,45,98,37776ebeb2e7400b119afba28e68a05b6ed6b08e,https://api.github.com/repos/CloudNative-Org/test-dashboard/git/blobs/37776ebeb2e7400b119afba28e68a05b6ed6b08e,https://api.github.com/repos/CloudNative-Org/test-dashboard/secret-scanning/alerts/94/locations,False
41,TechCorp-Dev,project-service,GitHub Personal Access Token,github_personal_access_token,dismissed,2025-12-15T00:00:00Z,2026-11-20T00:00:00Z,https://github.com/TechCorp-Dev/project-service/security/secret-scanning/41,inactive,,,,True,True,.env,71,72,27,64,e80ef2e89938767c9a6957a6afa3c164ac2bd64f,https://api.github.com/repos/TechCorp-Dev/project-service/git/blobs/e80ef2e89938767c9a6957a6afa3c164ac2bd64f,https://api.github.com/repos/TechCorp-Dev/project-service/secret-scanning/alerts/41/locations,True
46,DataTeam-Hub,dev-webgoat,GitHub Personal Access Token,github_personal_access_token,open,2025-05-11T00:00:00Z,2025-08-20T00:00:00Z,https://github.com/DataTeam-Hub/dev-webgoat/security/secret-scanning/46,inactive,,,,True,True,test_credentials.txt,28,31,27,75,031abaf3a9d172e351bcdcf5ed4e09be64408789,https://api.github.com/repos/DataTeam-Hub/dev-webgoat/git/blobs/031abaf3a9d172e351bcdcf5ed4e09be64408789,https://api.github.com/repos/DataTeam-Hub/dev-webgoat/secret-scanning/alerts/46/locations,False
37,SecureCode-Inc,dev-microservice,Msft Email,msft_email,dismissed,2024-10-03T00:00:00Z,2025-05-05T00:00:00Z,https://github.com/SecureCode-Inc/dev-microservice/security/secret-scanning/37,inactive,,,,True,True,.aws/credentials,38,39,11,66,0e845f26cec268f4aae37437c15d5d3491794ab5,https://api.github.com/repos/SecureCode-Inc/dev-microservice/git/blobs/0e845f26cec268f4aae37437c15d5d3491794ab5,https://api.github.com/repos/SecureCode-Inc/dev-microservice/secret-scanning/alerts/37/locations,True
20,InfoMVyasVDemo,demo-platform,GitHub Personal Access Token,github_personal_access_token,dismissed,2025-07-26T00:00:00Z,2025-12-04T00:00:00Z,https://github.com/InfoMVyasVDemo/demo-platform/security/secret-scanning/20,inactive,,,,True,True,config/secrets.json,192,192,16,66,02f3534328360654cdafcb1cbdad30e44c1db276,https://api.github.com/repos/InfoMVyasVDemo/demo-platform/git/blobs/02f3534328360654cdafcb1cbdad30e44c1db276,https://api.github.com/repos/InfoMVyasVDemo/demo-platform/secret-scanning/alerts/20/locations,True
94,InfoMGHAS-KR,dev-api,Amazon AWS Secret Access Key,aws_secret_access_key,open,2025-02-21T00:00:00Z,2025-10-06T00:00:00Z,https://github.com/InfoMGHAS-KR/dev-api/security/secret-scanning/94,active,,,,False,True,storage/src/main/resources/application.properties,7,7,48,137,3e9b363b7a2c4e221b381b60579e4700436b761e,https://api.github.com/repos/InfoMGHAS-KR/dev-api/git/blobs/3e9b363b7a2c4e221b381b60579e4700436b761e,https://api.github.com/repos/InfoMGHAS-KR/dev-api/secret-scanning/alerts/94/locations,True
66,im-naga-ghas,prod-portal,Mailgun API Key,mailgun_api_key,open,2024-07-06T00:00:00Z,2025-05-22T00:00:00Z,https://github.com/im-naga-ghas/prod-portal/security/secret-scanning/66,inactive,,,,False,False,config/secrets.json,25,26,40,118,156b8a14a9c976e071b1e91d867bd89fe1615969,https://api.github.com/repos/im-naga-ghas/prod-portal/git/blobs/156b8a14a9c976e071b1e91d867bd89fe1615969,https://api.github.com/repos/im-naga-ghas/prod-portal/secret-scanning/alerts/66/locations,False
11,TechCorp-Dev,prod-dashboard,Amazon AWS Secret Access Key,aws_secret_access_key,resolved,2024-09-10T00:00:00Z,2024-11-03T00:00:00Z,https://github.com/TechCorp-Dev/prod-dashboard/security/secret-scanning/11,inactive,,,,False,True,test_credentials.txt,136,137,49,143,7697557113c099d1363c532ab894a9fb11e02641,https://api.github.com/repos/TechCorp-Dev/prod-dashboard/git/blobs/7697557113c099d1363c532ab894a9fb11e02641,https://api.github.com/repos/TechCorp-Dev/prod-dashboard/secret-scanning/alerts/11/locations,True
10,DataTeam-Hub,demo-api,Stripe API Key,stripe_api_key,open,2024-11-04T00:00:00Z,2025-09-06T00:00:00Z,https://github.com/DataTeam-Hub/demo-api/security/secret-scanning/10,active,,,,False,True,testcredentials.md,19,19,22,54,22944da34635b4f46473fd176d7d64da385db432,https://api.github.com/repos/DataTeam-Hub/demo-api/git/blobs/22944da34635b4f46473fd176d7d64da385db432,https://api.github.com/repos/DataTeam-Hub/demo-api/secret-scanning/alerts/10/locations,True
44,CloudNative-Org,project-webgoat,Pattern-1,pattern_1,open,2024-02-12T00:00:00Z,2024-09-24T00:00:00Z,https://github.com/CloudNative-Org/project-webgoat/security/secret-scanning/44,unknown,,,,False,True,src/js/secretsExample.js,34,37,48,83,580dca5869b95a32fb849ceed728ec1cda5a9a1c,https://api.github.com/repos/CloudNative-Org/project-webgoat/git/blobs/580dca5869b95a32fb849ceed728ec1cda5a9a1c,https://api.github.com/repos/CloudNative-Org/project-webgoat/secret-scanning/alerts/44/locations,True
51,InfoMVyasVDemo,microservice,Azure Storage Account Access Key,azure_storage_account_key,open,2024-11-29T00:00:00Z,2025-02-26T00:00:00Z,https://github.com/InfoMVyasVDemo/microservice/security/secret-scanning/51,active,,,,True,False,code/readme.md,94,94,7,33,05e88f13313b39edbd01e848f3a036a8f094ca1a,https://api.github.com/repos/InfoMVyasVDemo/microservice/git/blobs/05e88f13313b39edbd01e848f3a036a8f094ca1a,https://api.github.com/repos/InfoMVyasVDemo/microservice/secret-scanning/alerts/51/locations,False
98,im-naga-ghas,project-infrastructure,Postman API Key,postman_api_key,resolved,2024-07-09T00:00:00Z,2024-11-23T00:00:00Z,https://github.com/im-naga-ghas/project-infrastructure/security/secret-scanning/98,active,,,,False,True,.github/workflows/SynopsysDetect.yaml,190,192,49,106,67a406775d9354dcaca921e77c3c95c3b93db1a5,https://api.github.com/repos/im-naga-ghas/project-infrastructure/git/blobs/67a406775d9354dcaca921e77c3c95c3b93db1a5,https://api.github.com/repos/im-naga-ghas/project-infrastructure/secret-scanning/alerts/98/locations,True
86,InfoMVyasVDemo,dashboard,Postman API Key,postman_api_key,resolved,2025-11-26T00:00:00Z,2026-04-01T00:00:00Z,https://github.com/InfoMVyasVDemo/dashboard/security/secret-scanning/86,unknown,,,,False,True,src/js/secretsExample.js,41,41,43,83,e0c4101e2af2cf24e56eafe197c0dc67a23adb24,https://api.github.com/repos/InfoMVyasVDemo/dashboard/git/blobs/e0c4101e2af2cf24e56eafe197c0dc67a23adb24,https://api.github.com/repos/InfoMVyasVDemo/dashboard/secret-scanning/alerts/86/locations,False
73,SecureCode-Inc,prod-service,Azure Storage Account Access Key,azure_storage_account_key,open,2024-06-03T00:00:00Z,2024-07-24T00:00:00Z,https://github.com/SecureCode-Inc/prod-service/security/secret-scanning/73,inactive,,,,True,True,.aws/credentials,142,144,41,112,c963b82468aa0cad573bdea25ba2d7aff8dc828a,https://api.github.com/repos/SecureCode-Inc/prod-service/git/blobs/c963b82468aa0cad573bdea25ba2d7aff8dc828a,https://api.github.com/repos/SecureCode-Inc/prod-service/secret-scanning/alerts/73/locations,False
92,TechCorp-Dev,prod-gateway,Azure Storage Account Access Key,azure_storage_account_key,resolved,2024-08-07T00:00:00Z,2025-02-13T00:00:00Z,https://github.com/TechCorp-Dev/prod-gateway/security/secret-scanning/92,inactive,,,,False,True,test_credentials.txt,87,87,13,51,44a96c359989bb7a605f7ae29fa367438ad09624,https://api.github.com/repos/TechCorp-Dev/prod-gateway/git/blobs/44a96c359989bb7a605f7ae29fa367438ad09624,https://api.github.com/repos/TechCorp-Dev/prod-gateway/secret-scanning/alerts/92/locations,False
92,InfoMGHAS-KR,project-platform,email,email,open,2025-09-25T00:00:00Z,2025-10-11T00:00:00Z,https://github.com/InfoMGHAS-KR/project-platform/security/secret-scanning/92,active,,,,False,False,app.settings.json,151,152,11,76,88c22a385516948f69f0b1351ce52fff39bbd1dc,https://api.github.com/repos/InfoMGHAS-KR/project-platform/git/blobs/88c22a385516948f69f0b1351ce52fff39bbd1dc,https://api.github.com/repos/InfoMGHAS-KR/project-platform/secret-scanning/alerts/92/locations,True
2,CloudNative-Org,demo-service,Pattern-1,pattern_1,resolved,2024-11-26T00:00:00Z,2025-11-25T00:00:00Z,https://github.com/CloudNative-Org/demo-service/security/secret-scanning/2,active,,,,False,False,readme.md,60,61,13,77,7acf068d9d59392dddfa210a6f76e295673eadce,https://api.github.com/repos/CloudNative-Org/demo-service/git/blobs/7acf068d9d59392dddfa210a6f76e295673eadce,https://api.github.com/repos/CloudNative-Org/demo-service/secret-scanning/alerts/2/locations,False
20,TechCorp-Dev,project-infrastructure,Msft Email,msft_email,dismissed,2025-03-21T00:00:00Z,2025-10-24T00:00:00Z,https://github.com/TechCorp-Dev/project-infrastructure/security/secret-scanning/20,inactive,,,,True,True,storage/src/main/resources/.env,185,187,34,64,6eaf10e3c94db5d138361db1375d96d2b8394394,https://api.github.com/repos/TechCorp-Dev/project-infrastructure/git/blobs/6eaf10e3c94db5d138361db1375d96d2b8394394,https://api.github.com/repos/TechCorp-Dev/project-infrastructure/secret-scanning/alerts/20/locations,True
68,CloudNative-Org,demo-portal,Msft Email,msft_email,dismissed,2025-10-22T00:00:00Z,2026-08-07T00:00:00Z,https://github.com/CloudNative-Org/demo-portal/security/secret-scanning/68,active,,,,True,True,README.md,24,27,43,67,53b9ed7988cd7e1864a72be0de89719f83bfa40e,https://api.github.com/repos/CloudNative-Org/demo-portal/git/blobs/53b9ed7988cd7e1864a72be0de89719f83bfa40e,https://api.github.com/repos/CloudNative-Org/demo-portal/secret-scanning/alerts/68/locations,False
48,CloudNative-Org,prod-app,Azure Cosmosdb Key Identifiable,azure_cosmosdb_key_identifiable,dismissed,2024-12-17T00:00:00Z,2025-02-12T00:00:00Z,https://github.com/CloudNative-Org/prod-app/security/secret-scanning/48,unknown,,,,False,True,test_credentials.txt,151,154,1,95,0f6526e5d883dd7f492cbb60d0fea728d76922ea,https://api.github.com/repos/CloudNative-Org/prod-app/git/blobs/0f6526e5d883dd7f492cbb60d0fea728d76922ea,https://api.github.com/repos/CloudNative-Org/prod-app/secret-scanning/alerts/48/locations,True
30,TechCorp-Dev,project-api,Msft Email,msft_email,resolved,2025-01-12T00:00:00Z,2025-09-26T00:00:00Z,https://github.com/TechCorp-Dev/project-api/security/secret-scanning/30,inactive,,,,False,False,WebGoatCore/appsettings.Development.json,82,82,45,134,9c92dbcbc61791c8bd95169faca1b375e5539968,https://api.github.com/repos/TechCorp-Dev/project-api/git/blobs/9c92dbcbc61791c8bd95169faca1b375e5539968,https://api.github.com/repos/TechCorp-Dev/project-api/secret-scanning/alerts/30/locations,True
10,TechCorp-Dev,prod-dashboard,Pattern-1,pattern_1,open,2024-09-03T00:00:00Z,2025-08-19T00:00:00Z,https://github.com/TechCorp-Dev/prod-dashboard/security/secret-scanning/10,active,,,,True,False,.env,85,88,16,94,e25eecea161bdae64346e365eb12103882605f2b,https://api.github.com/repos/TechCorp-Dev/prod-dashboard/git/blobs/e25eecea161bdae64346e365eb12103882605f2b,https://api.github.com/repos/TechCorp-Dev/prod-dashboard/secret-scanning/alerts/10/locations,True
20,DataTeam-Hub,demo-backend,Msft Email,msft_email,resolved,2026-01-07T00:00:00Z,2026-10-10T00:00:00Z,https://github.com/DataTeam-Hub/demo-backend/security/secret-scanning/20,unknown,,,,False,False,storage/src/main/resources/.env,92,93,44,67,9477f41354dddbf772ea255a9458a742ed090df2,https://api.github.com/repos/DataTeam-Hub/demo-backend/git/blobs/9477f41354dddbf772ea255a9458a742ed090df2,https://api.github.com/repos/DataTeam-Hub/demo-backend/secret-scanning/alerts/20/locations,True
73,DataTeam-Hub,repo-infrastructure,GoCardless Live Access Token,gocardless_live_access_token,resolved,2025-09-10T00:00:00Z,2025-12-15T00:00:00Z,https://github.com/DataTeam-Hub/repo-infrastructure/security/secret-scanning/73,inactive,,,,True,True,testcredentials.md,111,112,2,59,8b790077d44f89ba920da3158be251beda731106,https://api.github.com/repos/DataTeam-Hub/repo-infrastructure/git/blobs/8b790077d44f89ba920da3158be251beda731106,https://api.github.com/repos/DataTeam-Hub/repo-infrastructure/secret-scanning/alerts/73/locations,False
97,DevOps-Central,demo-service,Google API Key,google_api_key,dismissed,2026-01-20T00:00:00Z,2026-03-17T00:00:00Z,https://github.com/DevOps-Central/demo-service/security/secret-scanning/97,active,,,,False,False,.github/workflows/deploy.yml,57,57,35,78,9de6217bb3ecc9cdebaf36b9da94f21d33bd877f,https://api.github.com/repos/DevOps-Central/demo-service/git/blobs/9de6217bb3ecc9cdebaf36b9da94f21d33bd877f,https://api.github.com/repos/DevOps-Central/demo-service/secret-scanning/alerts/97/locations,True
36,im-naga-ghas,project-app,Stripe API Key,stripe_api_key,dismissed,2025-05-20T00:00:00Z,2026-03-21T00:00:00Z,https://github.com/im-naga-ghas/project-app/security/secret-scanning/36,inactive,,,,True,False,.github/workflows/semgrep-test.yml,161,162,43,86,e75bf744ff7a7800016975e0446b7f080ae76f6f,https://api.github.com/repos/im-naga-ghas/project-app/git/blobs/e75bf744ff7a7800016975e0446b7f080ae76f6f,https://api.github.com/repos/im-naga-ghas/project-app/secret-scanning/alerts/36/locations,False
84,DataTeam-Hub,repo-platform,email,email,resolved,2025-09-02T00:00:00Z,2026-03-17T00:00:00Z,https://github.com/DataTeam-Hub/repo-platform/security/secret-scanning/84,unknown,,,,False,False,config/terraform/aws/ec2.tf,192,194,44,89,cb1d2aca0bb554b35b625b8169dfe1fda0bf8a7e,https://api.github.com/repos/DataTeam-Hub/repo-platform/git/blobs/cb1d2aca0bb554b35b625b8169dfe1fda0bf8a7e,https://api.github.com/repos/DataTeam-Hub/repo-platform/secret-scanning/alerts/84/locations,False
71,im-naga-ghas,repo-webgoat,Amazon AWS Secret Access Key,aws_secret_access_key,resolved,2024-12-10T00:00:00Z,2025-09-12T00:00:00Z,https://github.com/im-naga-ghas/repo-webgoat/security/secret-scanning/71,active,,,,True,False,src/js/secretsExample.js,188,188,7,99,efdb68e34b49ecbb7ee2c50ff866dc38dd3f68bd,https://api.github.com/repos/im-naga-ghas/repo-webgoat/git/blobs/efdb68e34b49ecbb7ee2c50ff866dc38dd3f68bd,https://api.github.com/repos/im-naga-ghas/repo-webgoat/secret-scanning/alerts/71/locations,False
54,DataTeam-Hub,backend,email,email,resolved,2025-05-31T00:00:00Z,2026-05-07T00:00:00Z,https://github.com/DataTeam-Hub/backend/security/secret-scanning/54,inactive,,,,False,True,storage/src/main/resources/.env,62,64,14,48,ec6b96779273f4d8b7c7c49d417cb69afa59ce26,https://api.github.com/repos/DataTeam-Hub/backend/git/blobs/ec6b96779273f4d8b7c7c49d417cb69afa59ce26,https://api.github.com/repos/DataTeam-Hub/backend/secret-scanning/alerts/54/locations,False
83,InfoMVyasVDemo,dev-portal,Pattern-1,pattern_1,dismissed,2024-09-25T00:00:00Z,2025-03-15T00:00:00Z,https://github.com/InfoMVyasVDemo/dev-portal/security/secret-scanning/83,unknown,,,,False,False,code/readme.md,152,154,28,60,63077f5d70965a41c3d9d6f629f85fee89748402,https://api.github.com/repos/InfoMVyasVDemo/dev-portal/git/blobs/63077f5d70965a41c3d9d6f629f85fee89748402,https://api.github.com/repos/InfoMVyasVDemo/dev-portal/secret-scanning/alerts/83/locations,True
58,CloudNative-Org,dev-app,Terraform Cloud / Enterprise API Token,terraform_api_token,resolved,2025-08-27T00:00:00Z,2025-11-16T00:00:00Z,https://github.com/CloudNative-Org/dev-app/security/secret-scanning/58,active,,,,False,True,code/readme.md,62,65,14,61,d173a9142effe35fcd8d0e5791d8ed2f1605eb9f,https://api.github.com/repos/CloudNative-Org/dev-app/git/blobs/d173a9142effe35fcd8d0e5791d8ed2f1605eb9f,https://api.github.com/repos/CloudNative-Org/dev-app/secret-scanning/alerts/58/locations,True
39,CloudNative-Org,dev-dashboard,GitLab Access Token,gitlab_access_token,dismissed,2025-08-11T00:00:00Z,2025-10-12T00:00:00Z,https://github.com/CloudNative-Org/dev-dashboard/security/secret-scanning/39,active,,,,True,False,storage/src/main/resources/.env,74,74,5,85,a6d9a074444602cb526b2216f04e9fe6c93d8371,https://api.github.com/repos/CloudNative-Org/dev-dashboard/git/blobs/a6d9a074444602cb526b2216f04e9fe6c93d8371,https://api.github.com/repos/CloudNative-Org/dev-dashboard/secret-scanning/alerts/39/locations,True
21,InfoMGHAS-KR,project-service,GitHub Personal Access Token,github_personal_access_token,open,2025-12-04T00:00:00Z,2026-03-25T00:00:00Z,https://github.com/InfoMGHAS-KR/project-service/security/secret-scanning/21,active,,,,False,False,src/main/java/org/owasp/webgoat/lessons/secure_passwords/SecurePasswordsAssignment.java,188,190,24,104,5f059028e711d98947582334c82077e6089406a9,https://api.github.com/repos/InfoMGHAS-KR/project-service/git/blobs/5f059028e711d98947582334c82077e6089406a9,https://api.github.com/repos/InfoMGHAS-KR/project-service/secret-scanning/alerts/21/locations,True
26,CloudNative-Org,repo-gateway,Postman API Key,postman_api_key,dismissed,2024-10-31T00:00:00Z,2025-03-24T00:00:00Z,https://github.com/CloudNative-Org/repo-gateway/security/secret-scanning/26,inactive,,,,False,False,webgoat-lessons/secure-passwords/src/main/java/org/owasp/webgoat/Secrets.java,67,70,43,64,cbbb94d34d965567b967d50a54da4757204992a5,https://api.github.com/repos/CloudNative-Org/repo-gateway/git/blobs/cbbb94d34d965567b967d50a54da4757204992a5,https://api.github.com/repos/CloudNative-Org/repo-gateway/secret-scanning/alerts/26/locations,True
49,InfoMVyasVDemo,project-api,Postman API Key,postman_api_key,resolved,2024-10-06T00:00:00Z,2025-02-13T00:00:00Z,https://github.com/InfoMVyasVDemo/project-api/security/secret-scanning/49,unknown,,,,False,True,.github/workflows/deploy.yml,148,150,20,118,e7fe96e521cb99d701e304e35c800d0d0f834240,https://api.github.com/repos/InfoMVyasVDemo/project-api/git/blobs/e7fe96e521cb99d701e304e35c800d0d0f834240,https://api.github.com/repos/InfoMVyasVDemo/project-api/secret-scanning/alerts/49/locations,True
19,CloudNative-Org,demo-backend,Azure DevOps Personal Access Token,azure_devops_personal_access_token,resolved,2024-06-15T00:00:00Z,2025-06-06T00:00:00Z,https://github.com/CloudNative-Org/demo-backend/security/secret-scanning/19,unknown,,,,False,True,config/terraform/aws/ec2.tf,194,197,34,118,297da60852208e32431ab0687c28e15d94a86db0,https://api.github.com/repos/CloudNative-Org/demo-backend/git/blobs/297da60852208e32431ab0687c28e15d94a86db0,https://api.github.com/repos/CloudNative-Org/demo-backend/secret-scanning/alerts/19/locations,False
7,DataTeam-Hub,engine,GitHub Personal Access Token,github_personal_access_token,open,2025-05-07T00:00:00Z,2025-09-09T00:00:00Z,https://github.com/DataTeam-Hub/engine/security/secret-scanning/7,inactive,,,,True,True,new_test.txt,159,161,28,66,181a105c17e9a2102656b20ff113f9980efa3211,https://api.github.com/repos/DataTeam-Hub/engine/git/blobs/181a105c17e9a2102656b20ff113f9980efa3211,https://api.github.com/repos/DataTeam-Hub/engine/secret-scanning/alerts/7/locations,False
81,CloudNative-Org,webgoat,Azure DevOps Personal Access Token,azure_devops_personal_access_token,resolved,2025-10-16T00:00:00Z,2026-06-07T00:00:00Z,https://github.com/CloudNative-Org/webgoat/security/secret-scanning/81,active,,,,True,False,.github/workflows/ci.yml,138,139,20,59,b63fe3a0a92215ab19e775dfd64822e91e3e4eb4,https://api.github.com/repos/CloudNative-Org/webgoat/git/blobs/b63fe3a0a92215ab19e775dfd64822e91e3e4eb4,https://api.github.com/repos/CloudNative-Org/webgoat/secret-scanning/alerts/81/locations,True
3,DataTeam-Hub,demo-api,Pattern-1,pattern_1,dismissed,2024-08-04T00:00:00Z,2024-08-20T00:00:00Z,https://github.com/DataTeam-Hub/demo-api/security/secret-scanning/3,inactive,,,,False,True,test_credentials.txt,193,196,36,123,34b86232e4e096ec8e47a38d5ed5ebef6dc22778,https://api.github.com/repos/DataTeam-Hub/demo-api/git/blobs/34b86232e4e096ec8e47a38d5ed5ebef6dc22778,https://api.github.com/repos/DataTeam-Hub/demo-api/secret-scanning/alerts/3/locations,True
56,DevOps-Central,prod-api,GitHub Personal Access Token,github_personal_access_token,dismissed,2025-09-29T00:00:00Z,2025-10-11T00:00:00Z,https://github.com/DevOps-Central/prod-api/security/secret-scanning/56,unknown,,,,True,False,.github/workflows/ci.yml,3,6,2,40,55b06d219a62f3a26ab2cf4d7fec7b49cc122f0c,https://api.github.com/repos/DevOps-Central/prod-api/git/blobs/55b06d219a62f3a26ab2cf4d7fec7b49cc122f0c,https://api.github.com/repos/DevOps-Central/prod-api/secret-scanning/alerts/56/locations,False
80,CloudNative-Org,test-backend,GitLab Access Token,gitlab_access_token,dismissed,2025-04-03T00:00:00Z,2025-11-06T00:00:00Z,https://github.com/CloudNative-Org/test-backend/security/secret-scanning/80,active,,,,False,False,readme.md,170,171,38,98,e4d4c1411b37f42cdf9506efb34d0d76f0df04aa,https://api.github.com/repos/CloudNative-Org/test-backend/git/blobs/e4d4c1411b37f42cdf9506efb34d0d76f0df04aa,https://api.github.com/repos/CloudNative-Org/test-backend/secret-scanning/alerts/80/locations,False
3,TechCorp-Dev,dev-api,Postman API Key,postman_api_key,open,2025-03-30T00:00:00Z,2025-11-18T00:00:00Z,https://github.com/TechCorp-Dev/dev-api/security/secret-scanning/3,active,,,,True,True,.github/workflows/deploy.yml,35,37,3,74,8cfc465cf3ca6056817f0557b371a5fbc64c320a,https://api.github.com/repos/TechCorp-Dev/dev-api/git/blobs/8cfc465cf3ca6056817f0557b371a5fbc64c320a,https://api.github.com/repos/TechCorp-Dev/dev-api/secret-scanning/alerts/3/locations,True
25,InfoMVyasVDemo,prod-api,email,email,dismissed,2025-08-31T00:00:00Z,2026-03-30T00:00:00Z,https://github.com/InfoMVyasVDemo/prod-api/security/secret-scanning/25,active,,,,True,True,.github/workflows/semgrep-test.yml,60,60,26,107,10c65a4e7903030b63e37b6e09c95fbc5de961a8,https://api.github.com/repos/InfoMVyasVDemo/prod-api/git/blobs/10c65a4e7903030b63e37b6e09c95fbc5de961a8,https://api.github.com/repos/InfoMVyasVDemo/prod-api/secret-scanning/alerts/25/locations,True
79,CloudNative-Org,prod-backend,Terraform Cloud / Enterprise API Token,terraform_api_token,resolved,2025-07-25T00:00:00Z,2026-04-27T00:00:00Z,https://github.com/CloudNative-Org/prod-backend/security/secret-scanning/79,inactive,,,,False,True,WebGoatCore/appsettings.Development.json,188,191,2,82,2b7a697f51f60ced3a92d102a2a9b433aaaabd17,https://api.github.com/repos/CloudNative-Org/prod-backend/git/blobs/2b7a697f51f60ced3a92d102a2a9b433aaaabd17,https://api.github.com/repos/CloudNative-Org/prod-backend/secret-scanning/alerts/79/locations,True
28,DevOps-Central,demo-microservice,email,email,open,2024-08-23T00:00:00Z,2024-10-31T00:00:00Z,https://github.com/DevOps-Central/demo-microservice/security/secret-scanning/28,active,,,,False,True,WebGoatCore/appsettings.Development.json,176,176,33,70,cb86dc10ba46b34d739e56d64cf16a5c9d923e7c,https://api.github.com/repos/DevOps-Central/demo-microservice/git/blobs/cb86dc10ba46b34d739e56d64cf16a5c9d923e7c,https://api.github.com/repos/DevOps-Central/demo-microservice/secret-scanning/alerts/28/locations,True
51,DevOps-Central,api,Azure DevOps Personal Access Token,azure_devops_personal_access_token,resolved,2024-07-10T00:00:00Z,2025-05-10T00:00:00Z,https://github.com/DevOps-Central/api/security/secret-scanning/51,unknown,,,,True,True,.github/workflows/ci.yml,52,52,4,73,dc371cde9751958e13e7c9069a335d8842791025,https://api.github.com/repos/DevOps-Central/api/git/blobs/dc371cde9751958e13e7c9069a335d8842791025,https://api.github.com/repos/DevOps-Central/api/secret-scanning/alerts/51/locations,False
89,TechCorp-Dev,prod-portal,GitLab Access Token,gitlab_access_token,open,2024-04-23T00:00:00Z,2024-06-28T00:00:00Z,https://github.com/TechCorp-Dev/prod-portal/security/secret-scanning/89,unknown,,,,True,False,.github/workflows/semgrep-test.yml,15,17,37,131,fd4771765694e120b2336af2ec5f221e1b1053fe,https://api.github.com/repos/TechCorp-Dev/prod-portal/git/blobs/fd4771765694e120b2336af2ec5f221e1b1053fe,https://api.github.com/repos/TechCorp-Dev/prod-portal/secret-scanning/alerts/89/locations,False
16,InfoMGHAS-KR,test-infrastructure,Stripe API Key,stripe_api_key,dismissed,2025-12-11T00:00:00Z,2026-04-10T00:00:00Z,https://github.com/InfoMGHAS-KR/test-infrastructure/security/secret-scanning/16,active,,,,True,False,.github/workflows/SynopsysDetect.yaml,137,139,15,64,45e5e4d56887f22b593de8731e3955a600417d71,https://api.github.com/repos/InfoMGHAS-KR/test-infrastructure/git/blobs/45e5e4d56887f22b593de8731e3955a600417d71,https://api.github.com/repos/InfoMGHAS-KR/test-infrastructure/secret-scanning/alerts/16/locations,False
59,TechCorp-Dev,test-webgoat,Postman API Key,postman_api_key,open,2024-05-08T00:00:00Z,2024-08-25T00:00:00Z,https://github.com/TechCorp-Dev/test-webgoat/security/secret-scanning/59,unknown,,,,False,True,src/js/secretsExample.js,172,173,40,128,2a97f1ce2066de945afd703c4180804bd1d52cbd,https://api.github.com/repos/TechCorp-Dev/test-webgoat/git/blobs/2a97f1ce2066de945afd703c4180804bd1d52cbd,https://api.github.com/repos/TechCorp-Dev/test-webgoat/secret-scanning/alerts/59/locations,False
85,InfoMVyasVDemo,prod-engine,Stripe API Key,stripe_api_key,dismissed,2024-02-04T00:00:00Z,2024-02-20T00:00:00Z,https://github.com/InfoMVyasVDemo/prod-engine/security/secret-scanning/85,inactive,,,,True,True,src/main/java/org/owasp/webgoat/lessons/secure_passwords/SecurePasswordsAssignment.java,130,132,23,101,3f00cdd7a2f672349d8ec36182f5b635efade1d8,https://api.github.com/repos/InfoMVyasVDemo/prod-engine/git/blobs/3f00cdd7a2f672349d8ec36182f5b635efade1d8,https://api.github.com/repos/InfoMVyasVDemo/prod-engine/secret-scanning/alerts/85/locations,False
