org_name,repo_name,package_name,dependency_name,is_open_source
InfoMGHAS-KR,juice-shop,package.json,@types/semver,true
InfoMGHAS-KR,juice-shop,package.json,@types/sequelize,true
InfoMGHAS-KR,juice-shop,package.json,@types/serve-index,true
InfoMGHAS-KR,juice-shop,package.json,@types/sinon,true
InfoMGHAS-KR,juice-shop,package.json,@types/sinon-chai,true
InfoMGHAS-KR,juice-shop,package.json,@types/socket.io,true
InfoMGHAS-KR,juice-shop,package.json,@types/socket.io-client,true
InfoMGHAS-KR,juice-shop,package.json,@types/swagger-ui-express,true
InfoMGHAS-KR,juice-shop,package.json,@types/unzipper,true
InfoMGHAS-KR,juice-shop,package.json,@types/validator,true
InfoMGHAS-KR,juice-shop,package.json,@typescript-eslint/eslint-plugin,true
InfoMGHAS-KR,juice-shop,package.json,@typescript-eslint/parser,true
InfoMGHAS-KR,juice-shop,package.json,chai,true
InfoMGHAS-KR,juice-shop,package.json,chai-as-promised,true
InfoMGHAS-KR,juice-shop,package.json,cross-spawn,true
InfoMGHAS-KR,juice-shop,package.json,cypress,true
InfoMGHAS-KR,juice-shop,package.json,eslint,true
InfoMGHAS-KR,juice-shop,package.json,eslint-config-standard-with-typescript,true
InfoMGHAS-KR,juice-shop,package.json,eslint-plugin-import,true
InfoMGHAS-KR,juice-shop,package.json,eslint-plugin-node,true
InfoMGHAS-KR,juice-shop,package.json,eslint-plugin-promise,true
InfoMGHAS-KR,juice-shop,package.json,frisby,true
InfoMGHAS-KR,juice-shop,package.json,grunt-cli,true
InfoMGHAS-KR,juice-shop,package.json,http-server,true
InfoMGHAS-KR,juice-shop,package.json,jasmine,true
InfoMGHAS-KR,juice-shop,package.json,jasmine-core,true
InfoMGHAS-KR,juice-shop,package.json,jasmine-reporters,true
InfoMGHAS-KR,juice-shop,package.json,jest,true
InfoMGHAS-KR,juice-shop,package.json,mocha,true
InfoMGHAS-KR,juice-shop,package.json,node-fetch,true
InfoMGHAS-KR,juice-shop,package.json,nyc,true
InfoMGHAS-KR,juice-shop,package.json,shelljs,true
InfoMGHAS-KR,juice-shop,package.json,sinon,true
InfoMGHAS-KR,juice-shop,package.json,sinon-chai,true
InfoMGHAS-KR,juice-shop,package.json,socket.io-client,true
InfoMGHAS-KR,juice-shop,package.json,source-map-support,true
InfoMGHAS-KR,juice-shop,package.json,ts-jest,true
InfoMGHAS-KR,juice-shop,package.json,ts-node,true
InfoMGHAS-KR,juice-shop,package.json,typescript,true
